name,year,citation,snippet,is_real,source,url
Tech Freedom Initiative v. Ministry of Home Affairs,2000,(2000) 1 SCC 846,"Petition challenging arbitrary internet shutdowns in conflict zones, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
I.R. Coelho (Dead) By Lrs vs State Of Tamil Nadu & Ors,2007,(2007) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/322504/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Environment Action Group v. State of Delhi,1990,(1990) 8 SCC 942,"Petition challenging mandatory Aadhaar linkage for pension disbursement, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Namit Sharma vs Union Of India,2012,(2012) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/19607639/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Chiranjit Lal Chowdhuri vs The Union Of India And Others,1950,(1950) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/4354/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
State Of Rajasthan vs Shambhu Kewat & Anr,2013,(2013) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/193433171/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Tech Freedom Initiative v. Election Commission of India,2008,(2008) 14 SCC 788,"Petition challenging pension rights for contract government employees, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Urban Residents Welfare Board v. Ministry of Home Affairs,2014,(2014) 14 SCC 483,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Mohammad Latief Magrey vs The Union Territory Of Jammu And Kashmir,2022,(2022) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/117013093/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Indian Civil Liberties Union v. Ministry of Environment,2014,(2014) 12 SCC 544,"Petition challenging farm loan waiver scheme constitutionality, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indian Journalists Association v. State of Maharashtra,1998,(1998) 11 SCC 723,"Petition challenging arbitrary internet shutdowns in conflict zones, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tech Freedom Initiative v. Central Vigilance Commission,2012,(2012) 11 SCC 139,"Petition challenging electoral bond scheme transparency, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Mahesh Chandra Banerji vs U.P.Avas Evam Vikas Parishad & Ors,2010,(2010) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/812150/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
National Parents Association v. State of Karnataka,1996,(1996) 1 SCC 335,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
I. C. Golaknath & Ors vs State Of Punjab & Anrs.(With Connected ...,1967,(1967) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/120358/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Jagdish Singh vs Natthu Singh,1991,(1991) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/327478/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Healthcare Workers Union v. Reserve Bank of India,2024,(2024) 12 SCC 552,"Petition challenging digital surveillance by intelligence agencies, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Urban Residents Welfare Board v. State of Maharashtra,2011,(2011) 5 SCC 517,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Rameshwar Dayal And Ors vs The State Of Uttar Pradesh,1978,(1978) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1070064/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
People's Union for Democracy v. State of West Bengal,2005,(2005) 8 SCC 616,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Farmers Welfare Association v. Election Commission of India,2024,(2024) 9 SCC 373,"Petition challenging digital surveillance by intelligence agencies, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Migrant Labour Protection Forum v. National Highway Authority,2012,(2012) 14 SCC 727,"Petition challenging anti-defection law interpretation, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
K.S.Panduranga vs State Of Karnataka,2013,(2013) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/155199616/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
National Farmers Welfare Association v. Food Corporation of India,2016,(2016) 12 SCC 246,"Petition challenging right to internet access under Article 21, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indian Journalists Association v. Ministry of Home Affairs,2014,(2014) 7 SCC 781,"Petition challenging hate speech regulation on social media, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indian Journalists Association v. Ministry of Environment,2019,(2019) 14 SCC 848,"Petition challenging hate speech regulation on social media, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
People's Union for Democracy v. State of Kerala,2018,(2018) 13 SCC 54,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Migrant Labour Protection Forum v. National Highway Authority,2017,(2017) 6 SCC 672,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Nilesh Dinkar Paradkar vs State Of Maharashtra,2011,(2011) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/187034258/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Hussainbhai Asgarali Lokhandwala vs The State Of Gujarat,2024,(2024) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/161224548/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Citizens Forum for Transparency v. Ministry of Finance,1995,(1995) 4 SCC 673,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Ram Nath & Ors vs Union Of India,1984,(1984) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1854392/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
People's Union for Democracy v. Food Corporation of India,2003,(2003) 8 SCC 107,"Petition challenging hate speech regulation on social media, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Seth Nand Lal & Anr vs State Of Haryana & Ors,1980,(1980) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1752505/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Sarita Sharma vs Sushil Sharma,2000,(2000) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/59950409/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Surendra Kumar vs Phoolchand (Dead) Through Lrs. & Anr,1996,(1996) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1589309/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Association of Democratic Reforms v. State of Tamil Nadu,1997,(1997) 6 SCC 224,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
P. Venugopal vs Union Of India (Uoi),2008,(2008) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/154554512/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Sharda Devi vs State Of Bihar & Anr,2003,(2003) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/342860/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Digital Rights Foundation v. Ministry of Home Affairs,1992,(1992) 1 SCC 528,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Small Traders Federation of India v. Securities and Exchange Board of India,2018,(2018) 10 SCC 123,"Petition challenging anti-defection law interpretation, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Lennart Schussler And Anr vs Director Of Enforcement & Anr,1969,(1969) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1544238/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Deep Chand vs The State Of Uttar Pradeshand ...,1959,(1959) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/570453/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
The Ahmedabad St. Xaviers College ... vs State Of Gujarat & Anr,1974,(1974) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/703393/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
All India Women's Rights Council v. State of Karnataka,2002,(2002) 1 SCC 872,"Petition challenging arbitrary internet shutdowns in conflict zones, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Vinubhai Haribhai Malaviya vs The State Of Gujarat,2019,(2019) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/131202146/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Digital Rights Foundation v. Reserve Bank of India,2008,(2008) 13 SCC 716,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Small Traders Federation of India v. Securities and Exchange Board of India,2009,(2009) 12 SCC 341,"Petition challenging electoral bond scheme transparency, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Raja Bhairebendra Narayan Bhup vs The State Of Assam(With Connected ...,1956,(1956) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1105428/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Nandakumar vs The State Of Kerala,2018,(2018) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/73072176/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Pioneer UrbanLandAnd Infrastructure ... vs Union Of India,2019,(2019) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/118478827/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
"Bachan Singh, Sher Singh And Anr. And ... vs State Of Punjab And Ors.",1982,(1982) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/153963412/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Internet Freedom Foundation v. State of West Bengal,2010,(2010) 1 SCC 571,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
S.N.Vijayalakshmi vs State Of Karnataka,2025,(2025) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/59800619/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Pankaj Kumar vs State Of Maharashtra & Ors,2008,(2008) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1223002/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Rural Development Society v. State of Kerala,1999,(1999) 5 SCC 64,"Petition challenging digital surveillance by intelligence agencies, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Anand Prakash vs State Of U.P. And Ors,1989,(1989) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1348215/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Anil Rai vs State Of Bihar,2001,(2001) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1517737/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Javed & Ors vs State Of Haryana & Ors,2003,(2003) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1572027/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Rameshbhai Chandubhai Rathod vs State Of Gujarat,2009,(2009) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1338996/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Board Of Muslim Wakfs vs Smt. Hadi Begum And Others,1992,(1992) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1802070/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
G.Reddeiah vs Govt.Of A.P.& Anr,2011,(2011) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1255245/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Indian Civil Liberties Union v. National Investigation Agency,2010,(2010) 11 SCC 892,"Petition challenging hate speech regulation on social media, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Citizens Forum for Transparency v. Ministry of Finance,2008,(2008) 3 SCC 144,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Consumer Rights Federation v. Ministry of Home Affairs,1993,(1993) 7 SCC 687,"Petition challenging farm loan waiver scheme constitutionality, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Prabir Purkayastha vs State (Nct Of Delhi),2024,(2024) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/17476648/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
"K.C. Sareen vs C.B.I., Chandigarh",2001,(2001) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1092705/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
People's Union for Democracy v. State of Maharashtra,2013,(2013) 13 SCC 546,"Petition challenging anti-defection law interpretation, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Lallubhai Jogibhai Patel vs Union Of India & Ors,1980,(1980) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/896150/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Rampal Pithwa Rahidas And Ors. vs State Of Maharashtra,1989,(1989) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1076984/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Association For Democratics Reforms vs Union Of India,2024,(2024) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/121499464/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
All India Women's Rights Council v. State of Delhi,2005,(2005) 8 SCC 394,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indian Journalists Association v. State of Karnataka,2003,(2003) 4 SCC 785,"Petition challenging electoral bond scheme transparency, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Deepak Aggarwal vs Keshav Kaushik & Ors,2013,(2013) Supreme Court of India,Supreme Court judgment. Query category: service law government employment.,True,indiankanoon.org,https://indiankanoon.org/docfragment/7561035/?formInput=service%20law%20government%20employment%20%20doctypes%3A%20supremecourt
Environment Action Group v. State of Tamil Nadu,2003,(2003) 7 SCC 45,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Small Traders Federation of India v. State of Kerala,1998,(1998) 12 SCC 359,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Environment Action Group v. State of Maharashtra,2021,(2021) 11 SCC 587,"Petition challenging pension rights for contract government employees, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tribal Rights Alliance v. State of Maharashtra,1999,(1999) 4 SCC 836,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Ch. Tika Ramji & Others, Etc vs The State Of Uttar Pradesh & Others",1956,(1956) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/33396/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
National Human Rights Commission (Petitioner) v. State of Uttar Pradesh,2014,(2014) 16 SCC 193,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
S.M.D. Kiran Pasha vs Government Of Andhra Pradesh And Ors,1989,(1989) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/699319/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Union Of India & Ors vs Ajaib Singh & Ors,1995,(1995) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1223923/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Tribal Rights Alliance v. State of West Bengal,1998,(1998) 13 SCC 681,"Petition challenging cryptocurrency regulation by RBI, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Urban Residents Welfare Board v. Election Commission of India,2013,(2013) 7 SCC 938,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tribal Rights Alliance v. Securities and Exchange Board of India,2005,(2005) 14 SCC 665,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Makhan Singh vs State Of Punjab(And Connected Appeals),1952,(1952) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/834589/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Migrant Labour Protection Forum v. State of Maharashtra,2001,(2001) 16 SCC 874,"Petition challenging cryptocurrency regulation by RBI, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Migrant Labour Protection Forum v. State of Karnataka,2024,(2024) 15 SCC 115,"Petition challenging arbitrary internet shutdowns in conflict zones, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tribal Rights Alliance v. Reserve Bank of India,1998,(1998) 5 SCC 245,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Bachan Singh vs State Of Punjab,1980,(1980) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/307021/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Environment Action Group v. Election Commission of India,2021,(2021) 1 SCC 221,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Mihir Rajesh Shah vs The State Of Maharashtra,2025,(2025) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/75521991/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Digital Rights Foundation v. Central Bureau of Investigation,2016,(2016) 10 SCC 187,"Petition challenging mandatory Aadhaar linkage for pension disbursement, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Citizens Forum for Transparency v. State of Uttar Pradesh,1993,(1993) 7 SCC 834,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Parents Association v. Reserve Bank of India,2004,(2004) 12 SCC 10,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Farmers Welfare Association v. Food Corporation of India,2019,(2019) 3 SCC 898,"Petition challenging mandatory Aadhaar linkage for pension disbursement, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Environment Action Group v. Department of Telecommunications,2016,(2016) 7 SCC 435,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
The State Of Uttar Pradeshand Others vs H. H. Maharaja Brijendra Singh,1960,(1960) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/83318/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Rural Development Society v. Ministry of Environment,1992,(1992) 9 SCC 507,"Petition challenging pension rights for contract government employees, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Satwant Singh Sawhney vs D. Ramarathnam, Assistant Passport ...",1967,(1967) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1747577/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Rajesh Kumar vs State Th:Govt Of Nct Of Delhi,2011,(2011) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/883482/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
State Of Uttaranchal vs Balwant Singh Chaufal & Ors,2010,(2010) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/161999/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Mohd. Hanif Quareshi & Others vs The State Of Bihar(And Connected ...,1958,(1958) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/93885/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
K. Krishna Murthy & Ors vs Union Of India & Anr,2010,(2010) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1451338/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
People's Union for Democracy v. Union of India,1998,(1998) 2 SCC 443,"Petition challenging reservation in private sector employment, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Baby Manji Yamada vs Union Of India & Anr,2008,(2008) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/854968/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Indian Journalists Association v. State of Delhi,2003,(2003) 2 SCC 573,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Thomas Dana vs The State Of Punjab(And Connected ...,1958,(1958) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1790076/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Citizens Forum for Transparency v. Food Corporation of India,2011,(2011) 15 SCC 142,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Environment Action Group v. Central Vigilance Commission,2009,(2009) 9 SCC 699,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Santa Sharma vs Sushil Sharma,2000,(2000) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1718460/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
State Of Karnataka vs Hemareddy Alias Vemareddy And Anr,1981,(1981) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/131360/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Small Traders Federation of India v. Securities and Exchange Board of India,2013,(2013) 5 SCC 131,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
All India Women's Rights Council v. National Highway Authority,1992,(1992) 1 SCC 869,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Digital Rights Foundation v. Election Commission of India,1990,(1990) 15 SCC 770,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Small Traders Federation of India v. National Investigation Agency,1998,(1998) 11 SCC 969,"Petition challenging right to be forgotten in the digital age, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indian Civil Liberties Union v. Reserve Bank of India,2011,(2011) 9 SCC 100,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Nasir Sikander Shaikh vs State Of Maharashtra,2005,(2005) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/960454/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
"Commissioner,Bangalore Development ... vs K.S. Narayan",2006,(2006) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1402354/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Gopi Chand vs The Delhi Administration,1959,(1959) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/294497/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
